Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Number of Turns per Tx Segment,Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.22,0.78,11,0.22,0.78,11,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.58E-07,1.58E-07,3.16E-07
0.22,0.78,10,0.22,0.78,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.94E-07,1.94E-07,3.89E-07
0.22,0.78,9,0.22,0.78,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.43E-07,2.43E-07,4.86E-07
0.22,0.78,9,0.22,0.78,9,0.65,0.15,3,5.55,17,31.45,85,157.25,,2.00E-07,2.00E-07,4.00E-07
0.22,0.78,8,0.22,0.78,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.82E-07,2.82E-07,5.64E-07
0.22,0.78,8,0.22,0.78,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.31E-07,2.31E-07,4.62E-07
0.22,0.78,7,0.22,0.78,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.22E-07,3.22E-07,6.43E-07
0.22,0.78,7,0.22,0.78,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.84E-07,2.84E-07,5.68E-07
0.22,0.78,7,0.22,0.78,7,0.9,0.15,3,5.55,17,31.45,85,157.25,,2.35E-07,2.35E-07,4.70E-07
0.22,0.78,6,0.22,0.78,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,3.66E-07,3.66E-07,7.33E-07
0.26,0.06,27,0.26,0.06,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,5.26E-10,5.26E-10,1.05E-09
0.26,0.06,23,0.26,0.06,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,8.67E-10,8.67E-10,1.73E-09
0.26,0.06,20,0.26,0.06,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.29E-09,1.29E-09,2.59E-09
0.26,0.06,18,0.26,0.06,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,1.67E-09,1.67E-09,3.33E-09
0.26,0.06,16,0.26,0.06,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,2.23E-09,2.23E-09,4.47E-09
0.26,0.06,14,0.26,0.06,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,3.11E-09,3.11E-09,6.23E-09
0.26,0.06,13,0.26,0.06,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,3.48E-09,3.48E-09,6.97E-09
0.26,0.06,12,0.26,0.06,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,3.95E-09,3.95E-09,7.91E-09
0.26,0.06,11,0.26,0.06,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,4.54E-09,4.54E-09,9.08E-09
0.26,0.06,10,0.26,0.06,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,5.27E-09,5.27E-09,1.05E-08
0.26,0.06,10,0.26,0.06,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,4.71E-09,4.71E-09,9.41E-09
0.26,0.06,9,0.26,0.06,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,5.53E-09,5.53E-09,1.11E-08
0.26,0.06,8,0.26,0.06,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,6.54E-09,6.54E-09,1.31E-08
0.26,0.06,8,0.26,0.06,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,5.90E-09,5.90E-09,1.18E-08
0.26,0.06,8,0.26,0.06,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,5.34E-09,5.34E-09,1.07E-08
0.26,0.06,7,0.26,0.06,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,6.37E-09,6.37E-09,1.27E-08
0.26,0.06,7,0.26,0.06,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,5.80E-09,5.80E-09,1.16E-08
0.26,0.06,6,0.26,0.06,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,6.90E-09,6.90E-09,1.38E-08
0.26,0.06,6,0.26,0.06,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,6.31E-09,6.31E-09,1.26E-08
0.26,0.1,27,0.26,0.1,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.38E-09,1.38E-09,2.76E-09
0.26,0.1,23,0.26,0.1,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.28E-09,2.28E-09,4.56E-09
0.26,0.1,20,0.26,0.1,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,3.42E-09,3.42E-09,6.83E-09
0.26,0.1,18,0.26,0.1,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.42E-09,4.42E-09,8.84E-09
0.26,0.1,16,0.26,0.1,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,5.96E-09,5.96E-09,1.19E-08
0.26,0.1,14,0.26,0.1,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,8.37E-09,8.37E-09,1.67E-08
0.26,0.1,13,0.26,0.1,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,9.44E-09,9.44E-09,1.89E-08
0.26,0.1,12,0.26,0.1,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.08E-08,1.08E-08,2.16E-08
0.26,0.1,11,0.26,0.1,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.25E-08,1.25E-08,2.50E-08
0.26,0.1,10,0.26,0.1,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.47E-08,1.47E-08,2.94E-08
0.26,0.1,10,0.26,0.1,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.32E-08,1.32E-08,2.64E-08
0.26,0.1,9,0.26,0.1,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.57E-08,1.57E-08,3.15E-08
0.26,0.1,8,0.26,0.1,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.89E-08,1.89E-08,3.78E-08
0.26,0.1,8,0.26,0.1,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.72E-08,1.72E-08,3.44E-08
0.26,0.1,8,0.26,0.1,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.57E-08,1.57E-08,3.13E-08
0.26,0.1,7,0.26,0.1,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.91E-08,1.91E-08,3.82E-08
0.26,0.1,7,0.26,0.1,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,1.75E-08,1.75E-08,3.50E-08
0.26,0.1,6,0.26,0.1,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,2.14E-08,2.14E-08,4.28E-08
0.26,0.1,6,0.26,0.1,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.97E-08,1.97E-08,3.95E-08
0.26,0.14,27,0.26,0.14,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.65E-09,2.65E-09,5.30E-09
0.26,0.14,23,0.26,0.14,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,4.40E-09,4.40E-09,8.79E-09
0.26,0.14,20,0.26,0.14,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,6.61E-09,6.61E-09,1.32E-08
0.26,0.14,18,0.26,0.14,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,8.60E-09,8.60E-09,1.72E-08
0.26,0.14,16,0.26,0.14,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,1.17E-08,1.17E-08,2.33E-08
0.26,0.14,14,0.26,0.14,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.65E-08,1.65E-08,3.31E-08
0.26,0.14,13,0.26,0.14,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.88E-08,1.88E-08,3.76E-08
0.26,0.14,12,0.26,0.14,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,2.17E-08,2.17E-08,4.33E-08
0.26,0.14,11,0.26,0.14,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.54E-08,2.54E-08,5.08E-08
0.26,0.14,10,0.26,0.14,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,3.02E-08,3.02E-08,6.04E-08
0.26,0.14,10,0.26,0.14,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.72E-08,2.72E-08,5.45E-08
0.26,0.14,9,0.26,0.14,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,3.30E-08,3.30E-08,6.60E-08
0.26,0.14,8,0.26,0.14,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,4.05E-08,4.05E-08,8.09E-08
0.26,0.14,8,0.26,0.14,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.70E-08,3.70E-08,7.40E-08
0.26,0.14,8,0.26,0.14,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,3.39E-08,3.39E-08,6.79E-08
0.26,0.14,7,0.26,0.14,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,4.24E-08,4.24E-08,8.48E-08
0.26,0.14,7,0.26,0.14,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.92E-08,3.92E-08,7.84E-08
0.26,0.14,6,0.26,0.14,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.95E-08,4.95E-08,9.90E-08
0.26,0.14,6,0.26,0.14,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.40E-08,4.40E-08,8.81E-08
0.26,0.18,27,0.26,0.18,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,4.35E-09,4.35E-09,8.70E-09
0.26,0.18,23,0.26,0.18,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,7.25E-09,7.25E-09,1.45E-08
0.26,0.18,20,0.26,0.18,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.10E-08,1.10E-08,2.19E-08
0.26,0.18,18,0.26,0.18,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,1.43E-08,1.43E-08,2.86E-08
0.26,0.18,16,0.26,0.18,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,1.96E-08,1.96E-08,3.92E-08
0.26,0.18,14,0.26,0.18,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,2.80E-08,2.80E-08,5.61E-08
0.26,0.18,13,0.26,0.18,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,3.21E-08,3.21E-08,6.41E-08
0.26,0.18,12,0.26,0.18,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,3.74E-08,3.74E-08,7.47E-08
0.26,0.18,11,0.26,0.18,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,4.43E-08,4.43E-08,8.86E-08
0.26,0.18,10,0.26,0.18,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,5.34E-08,5.34E-08,1.07E-07
0.26,0.18,10,0.26,0.18,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,4.84E-08,4.84E-08,9.68E-08
0.26,0.18,9,0.26,0.18,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,5.97E-08,5.97E-08,1.19E-07
0.26,0.18,8,0.26,0.18,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,7.48E-08,7.48E-08,1.50E-07
0.26,0.18,8,0.26,0.18,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,6.42E-08,6.42E-08,1.28E-07
0.26,0.18,8,0.26,0.18,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,5.50E-08,5.50E-08,1.10E-07
0.26,0.18,7,0.26,0.18,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,6.76E-08,6.76E-08,1.35E-07
0.26,0.18,7,0.26,0.18,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,5.78E-08,5.78E-08,1.16E-07
0.26,0.18,6,0.26,0.18,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,7.13E-08,7.13E-08,1.43E-07
0.26,0.18,6,0.26,0.18,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,6.07E-08,6.07E-08,1.21E-07
0.26,0.22,27,0.26,0.22,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,6.50E-09,6.50E-09,1.30E-08
0.26,0.22,23,0.26,0.22,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,1.09E-08,1.09E-08,2.18E-08
0.26,0.22,20,0.26,0.22,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.65E-08,1.65E-08,3.31E-08
0.26,0.22,18,0.26,0.22,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,2.17E-08,2.17E-08,4.35E-08
0.26,0.22,16,0.26,0.22,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,3.00E-08,3.00E-08,5.99E-08
0.26,0.22,14,0.26,0.22,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,4.34E-08,4.34E-08,8.67E-08
0.26,0.22,13,0.26,0.22,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,5.00E-08,5.00E-08,1.00E-07
0.26,0.22,12,0.26,0.22,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,5.89E-08,5.89E-08,1.18E-07
0.26,0.22,11,0.26,0.22,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,7.07E-08,7.07E-08,1.41E-07
0.26,0.22,10,0.26,0.22,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,8.19E-08,8.19E-08,1.64E-07
0.26,0.22,10,0.26,0.22,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,6.84E-08,6.84E-08,1.37E-07
0.26,0.22,9,0.26,0.22,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,8.03E-08,8.03E-08,1.61E-07
0.26,0.22,8,0.26,0.22,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,9.53E-08,9.53E-08,1.91E-07
0.26,0.22,8,0.26,0.22,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,8.20E-08,8.20E-08,1.64E-07
0.26,0.22,8,0.26,0.22,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,7.03E-08,7.03E-08,1.41E-07
0.26,0.22,7,0.26,0.22,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,8.40E-08,8.40E-08,1.68E-07
0.26,0.22,7,0.26,0.22,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,7.50E-08,7.50E-08,1.50E-07
0.26,0.22,6,0.26,0.22,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,9.43E-08,9.43E-08,1.89E-07
0.26,0.22,6,0.26,0.22,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,8.04E-08,8.04E-08,1.61E-07
0.26,0.26,27,0.26,0.26,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,9.12E-09,9.12E-09,1.82E-08
0.26,0.26,23,0.26,0.26,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,1.53E-08,1.53E-08,3.07E-08
0.26,0.26,20,0.26,0.26,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,2.35E-08,2.35E-08,4.69E-08
0.26,0.26,18,0.26,0.26,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,3.10E-08,3.10E-08,6.21E-08
0.26,0.26,16,0.26,0.26,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,4.31E-08,4.31E-08,8.63E-08
0.26,0.26,14,0.26,0.26,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,6.32E-08,6.32E-08,1.26E-07
0.26,0.26,13,0.26,0.26,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,7.04E-08,7.04E-08,1.41E-07
0.26,0.26,12,0.26,0.26,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,7.61E-08,7.61E-08,1.52E-07
0.26,0.26,11,0.26,0.26,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,8.53E-08,8.53E-08,1.71E-07
0.26,0.26,10,0.26,0.26,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,9.68E-08,9.68E-08,1.94E-07
0.26,0.26,10,0.26,0.26,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,8.05E-08,8.05E-08,1.61E-07
0.26,0.26,9,0.26,0.26,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,9.53E-08,9.53E-08,1.91E-07
0.26,0.26,8,0.26,0.26,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.14E-07,1.14E-07,2.28E-07
0.26,0.26,8,0.26,0.26,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,9.79E-08,9.79E-08,1.96E-07
0.26,0.26,8,0.26,0.26,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,8.73E-08,8.73E-08,1.75E-07
0.26,0.26,7,0.26,0.26,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.06E-07,1.06E-07,2.12E-07
0.26,0.26,7,0.26,0.26,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,9.48E-08,9.48E-08,1.90E-07
0.26,0.26,6,0.26,0.26,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,1.22E-07,1.22E-07,2.44E-07
0.26,0.26,6,0.26,0.26,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.04E-07,1.04E-07,2.08E-07
0.26,0.3,27,0.26,0.3,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.22E-08,1.22E-08,2.45E-08
0.26,0.3,23,0.26,0.3,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.07E-08,2.07E-08,4.14E-08
0.26,0.3,20,0.26,0.3,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,3.19E-08,3.19E-08,6.37E-08
0.26,0.3,18,0.26,0.3,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.24E-08,4.24E-08,8.49E-08
0.26,0.3,16,0.26,0.3,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,5.52E-08,5.52E-08,1.10E-07
0.26,0.3,14,0.26,0.3,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,7.37E-08,7.37E-08,1.47E-07
0.26,0.3,13,0.26,0.3,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,7.87E-08,7.87E-08,1.57E-07
0.26,0.3,12,0.26,0.3,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,8.50E-08,8.50E-08,1.70E-07
0.26,0.3,11,0.26,0.3,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,9.54E-08,9.54E-08,1.91E-07
0.26,0.3,10,0.26,0.3,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.12E-07,1.12E-07,2.24E-07
0.26,0.3,10,0.26,0.3,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,9.28E-08,9.28E-08,1.86E-07
0.26,0.3,9,0.26,0.3,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.10E-07,1.10E-07,2.21E-07
0.26,0.3,8,0.26,0.3,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.39E-07,1.39E-07,2.77E-07
0.26,0.3,8,0.26,0.3,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.19E-07,1.19E-07,2.38E-07
0.26,0.3,8,0.26,0.3,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.02E-07,1.02E-07,2.04E-07
0.26,0.3,7,0.26,0.3,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.31E-07,1.31E-07,2.63E-07
0.26,0.3,7,0.26,0.3,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,1.18E-07,1.18E-07,2.36E-07
0.26,0.3,6,0.26,0.3,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,1.56E-07,1.56E-07,3.11E-07
0.26,0.3,6,0.26,0.3,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.40E-07,1.40E-07,2.81E-07
0.26,0.34,27,0.26,0.34,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.59E-08,1.59E-08,3.18E-08
0.26,0.34,23,0.26,0.34,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.70E-08,2.70E-08,5.40E-08
0.26,0.34,20,0.26,0.34,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,3.87E-08,3.87E-08,7.73E-08
0.26,0.34,18,0.26,0.34,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.65E-08,4.65E-08,9.30E-08
0.26,0.34,16,0.26,0.34,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,5.94E-08,5.94E-08,1.19E-07
0.26,0.34,14,0.26,0.34,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,8.08E-08,8.08E-08,1.62E-07
0.26,0.34,13,0.26,0.34,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,8.63E-08,8.63E-08,1.73E-07
0.26,0.34,12,0.26,0.34,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,9.57E-08,9.57E-08,1.91E-07
0.26,0.34,11,0.26,0.34,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.08E-07,1.08E-07,2.15E-07
0.26,0.34,10,0.26,0.34,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.27E-07,1.27E-07,2.54E-07
0.26,0.34,10,0.26,0.34,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.09E-07,1.09E-07,2.17E-07
0.26,0.34,9,0.26,0.34,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.31E-07,1.31E-07,2.61E-07
0.26,0.34,8,0.26,0.34,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.60E-07,1.60E-07,3.20E-07
0.26,0.34,8,0.26,0.34,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.43E-07,1.43E-07,2.86E-07
0.26,0.34,8,0.26,0.34,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.23E-07,1.23E-07,2.45E-07
0.26,0.34,7,0.26,0.34,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.61E-07,1.61E-07,3.22E-07
0.26,0.34,7,0.26,0.34,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,1.45E-07,1.45E-07,2.89E-07
0.26,0.34,6,0.26,0.34,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,1.96E-07,1.96E-07,3.93E-07
0.26,0.34,6,0.26,0.34,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,1.78E-07,1.78E-07,3.55E-07
0.26,0.38,27,0.26,0.38,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.90E-08,1.90E-08,3.80E-08
0.26,0.38,23,0.26,0.38,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.88E-08,2.88E-08,5.75E-08
0.26,0.38,20,0.26,0.38,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.03E-08,4.03E-08,8.07E-08
0.26,0.38,18,0.26,0.38,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,4.92E-08,4.92E-08,9.85E-08
0.26,0.38,16,0.26,0.38,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,6.26E-08,6.26E-08,1.25E-07
0.26,0.38,14,0.26,0.38,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,8.73E-08,8.73E-08,1.75E-07
0.26,0.38,13,0.26,0.38,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,9.55E-08,9.55E-08,1.91E-07
0.26,0.38,12,0.26,0.38,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.06E-07,1.06E-07,2.12E-07
0.26,0.38,11,0.26,0.38,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.20E-07,1.20E-07,2.40E-07
0.26,0.38,10,0.26,0.38,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.42E-07,1.42E-07,2.84E-07
0.26,0.38,10,0.26,0.38,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.21E-07,1.21E-07,2.43E-07
0.26,0.38,9,0.26,0.38,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.53E-07,1.53E-07,3.06E-07
0.26,0.38,8,0.26,0.38,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.90E-07,1.90E-07,3.80E-07
0.26,0.38,8,0.26,0.38,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.70E-07,1.70E-07,3.40E-07
0.26,0.38,8,0.26,0.38,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.46E-07,1.46E-07,2.91E-07
0.26,0.38,7,0.26,0.38,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,1.96E-07,1.96E-07,3.91E-07
0.26,0.38,7,0.26,0.38,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,1.76E-07,1.76E-07,3.52E-07
0.26,0.38,6,0.26,0.38,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,2.46E-07,2.46E-07,4.92E-07
0.26,0.38,6,0.26,0.38,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,2.23E-07,2.23E-07,4.46E-07
0.26,0.42,27,0.26,0.42,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.91E-08,1.91E-08,3.82E-08
0.26,0.42,23,0.26,0.42,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,2.96E-08,2.96E-08,5.93E-08
0.26,0.42,20,0.26,0.42,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.22E-08,4.22E-08,8.43E-08
0.26,0.42,18,0.26,0.42,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.13E-08,5.13E-08,1.03E-07
0.26,0.42,16,0.26,0.42,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,6.65E-08,6.65E-08,1.33E-07
0.26,0.42,14,0.26,0.42,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,9.29E-08,9.29E-08,1.86E-07
0.26,0.42,13,0.26,0.42,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.02E-07,1.02E-07,2.03E-07
0.26,0.42,12,0.26,0.42,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.16E-07,1.16E-07,2.33E-07
0.26,0.42,11,0.26,0.42,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.36E-07,1.36E-07,2.72E-07
0.26,0.42,10,0.26,0.42,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.63E-07,1.63E-07,3.25E-07
0.26,0.42,10,0.26,0.42,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.39E-07,1.39E-07,2.78E-07
0.26,0.42,9,0.26,0.42,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.70E-07,1.70E-07,3.41E-07
0.26,0.42,8,0.26,0.42,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,2.23E-07,2.23E-07,4.47E-07
0.26,0.42,8,0.26,0.42,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.00E-07,2.00E-07,4.00E-07
0.26,0.42,8,0.26,0.42,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.71E-07,1.71E-07,3.42E-07
0.26,0.42,7,0.26,0.42,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,2.35E-07,2.35E-07,4.71E-07
0.26,0.42,7,0.26,0.42,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.12E-07,2.12E-07,4.24E-07
0.26,0.42,6,0.26,0.42,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,3.06E-07,3.06E-07,6.12E-07
0.26,0.42,6,0.26,0.42,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,2.78E-07,2.78E-07,5.56E-07
0.26,0.46,27,0.26,0.46,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,1.95E-08,1.95E-08,3.90E-08
0.26,0.46,23,0.26,0.46,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.06E-08,3.06E-08,6.13E-08
